name,sex,event,age,bodyweightkg,weightclasskg,best3squatkg,best3benchkg,best3deadliftkg,totalkg,date
Marte Kjenner,F,SBD,33.5,68.87,69,190.0,123.0,225.5,538.5,2023-03-03
Jorill Nese,F,SBD,24.5,68.19,69,175.0,105.0,175.0,455.0,2023-03-03
Ingvild Hansen,F,SBD,28.5,67.86,69,137.5,100.0,180.0,417.5,2023-03-03
Sarah Nilsen Evensen,F,SBD,27.5,68.08,69,132.5,102.5,162.5,397.5,2023-03-03
Juliane Slettnes,F,SBD,21.5,71.28,76,182.5,95.0,185.0,462.5,2023-03-03
Guro Bøe,F,SBD,44.5,75.44,76,162.5,87.5,197.5,447.5,2023-03-03
Camilla Hatlem,F,SBD,24.5,75.43,76,157.5,107.5,180.0,445.0,2023-03-03
Signe Elisabeth Belden,F,SBD,39.5,71.68,76,147.5,105.0,170.0,422.5,2023-03-03
Anja Wiggen Skancke,F,SBD,17.5,75.29,76,167.5,65.0,162.5,395.0,2023-03-03
Jenny Heyerdahl Bryhni,F,SBD,29.5,83.49,84,195.0,115.0,200.0,510.0,2023-03-03
Mina Holmefjord,F,SBD,19.5,82.13,84,182.5,102.5,187.5,472.5,2023-03-03
Heidi Hille Arnesen,F,SBD,52.5,83.87,84,172.5,92.5,192.5,457.5,2023-03-03
Yngve Hopen,M,SBD,38.5,72.97,74,220.0,125.0,270.0,615.0,2023-03-03
Sebastian Bruvik,M,SBD,22.5,82.42,83,272.5,155.0,272.5,700.0,2023-03-03
Alexander Kleivene,M,SBD,26.5,82.65,83,240.0,145.0,272.5,657.5,2023-03-03
Germe Wimpaye,M,SBD,26.5,81.83,83,212.5,135.0,270.0,617.5,2023-03-03
Sigurd Kjelvik Berg,M,SBD,28.5,82.29,83,227.5,135.0,250.0,612.5,2023-03-03
Trygve Sletten,M,SBD,29.5,86.34,93,277.5,177.5,326.0,781.0,2023-03-03
Benjamin Rastum,M,SBD,23.5,92.86,93,277.5,180.0,282.5,740.0,2023-03-03
Jarle Bjørgo Onarheim,M,SBD,30.5,92.62,93,242.5,208.0,272.5,723.0,2023-03-03
Truls Moe,M,SBD,34.5,90.9,93,265.0,160.0,290.0,715.0,2023-03-03
Anders Joakim Halland,M,SBD,30.5,91.71,93,275.0,160.0,275.0,710.0,2023-03-03
Hans Jørgen Fjeld,M,SBD,23.5,87.53,93,215.0,162.5,225.0,602.5,2023-03-03
Einar Naveen Møen,M,SBD,20.5,90.94,93,212.5,167.5,215.0,595.0,2023-03-03
Toni Johannessen Amengual,M,SBD,30.5,103.84,105,308.0,195.0,350.5,853.5,2023-03-03
Torben H. Strømsvik,M,SBD,30.5,104.61,105,270.0,207.5,330.0,807.5,2023-03-03
Håkon Berge Berntsen,M,SBD,23.5,104.19,105,262.5,182.5,277.5,722.5,2023-03-03
Espen Kolltveit,M,SBD,26.5,107.7,120,275.0,185.0,330.0,790.0,2023-03-03
Kristian Hansen Bruvik,M,SBD,28.5,115.9,120,300.0,160.0,322.5,782.5,2023-03-03
Geir Øyvind Thorsen,M,SBD,36.5,107.81,120,300.0,177.5,300.0,777.5,2023-03-03
Fredrik Danielsen,M,SBD,23.5,89.1,93,182.5,140.0,260.0,582.5,2015-03-14
Ludvik Moen,M,SBD,14.0,69.2,74,115.0,97.5,125.0,337.5,2016-06-18
Sindre G. Østerås,M,SBD,19.5,97.0,100,165.0,135.0,235.0,535.0,2010-08-30
Ruth Sandbak Berge,F,SBD,19.5,61.25,63,115.0,55.0,142.5,312.5,2015-08-30
Annemari Løberg Larsen,F,SBD,22.5,74.75,84,135.0,60.0,155.0,350.0,2015-08-30
Kristina Grimstad Nordstrand,F,SBD,36.5,80.5,84,112.5,57.5,135.0,305.0,2015-08-30
Gro-Berit Stavheim,F,SBD,50.5,71.15,72,120.5,68.0,150.5,339.0,2015-08-30
Julian Sagøy,M,SBD,17.5,111.45,120,230.5,145.0,280.0,655.5,2015-08-30
Sondre Granheim,M,SBD,21.5,82.3,83,180.0,163.0,225.0,568.0,2015-08-30
Kristian Lorentzen,M,SBD,20.5,91.1,93,160.0,152.5,190.0,502.5,2015-08-30
Erik Røen,M,SBD,18.5,125.25,120+,252.5,152.5,287.5,692.5,2015-08-30
Truls Moe,M,SBD,26.5,103.7,105,237.5,162.5,275.0,675.0,2015-08-30
Vidar Johansen,M,SBD,50.5,103.6,105,230.0,157.5,250.0,637.5,2015-08-30
Geir Bedin,M,SBD,46.5,85.35,93,216.0,55.0,240.0,511.0,2015-08-30
Bjørn Gunnar Johansen,M,SBD,43.5,102.5,105,230.0,200.0,265.0,695.0,2015-08-30
Vidar Alexander Ringvold,M,SBD,59.5,107.2,120,200.5,165.0,190.0,555.5,2015-08-30
Ingri Thingstad Storstad,F,SBD,24.5,56.7,57,135.0,80.0,160.0,375.0,2018-12-08
Jørgen Andreas Hansen,M,SBD,24.5,121.8,120+,270.0,200.0,270.0,740.0,2011-12-10
Roger Eriksen,M,SBD,51.5,106.6,120,190.0,155.0,220.0,565.0,2012-03-10
Sondre Engkvist,M,SBD,21.5,92.55,93,220.0,145.0,237.5,602.5,2017-09-09
Kristina Grimstad Nordstrand,F,SBD,44.5,83.97,84,147.5,90.0,165.0,402.5,2023-02-18
Tommy Odland,M,SBD,17.5,110.0,110,217.5,160.0,225.0,602.5,2009-12-02
Anja Wiggen Skancke,F,SBD,16.5,77.2,84,142.5,60.0,152.5,355.0,2022-02-25
Hege Velten,F,SBD,49.5,62.4,63,115.0,62.5,137.5,315.0,2023-06-24
Liv Caspersen,F,SBD,53.5,75.0,76,117.5,57.5,127.5,302.5,2023-06-24
Fredrik Ingebrigtsen,M,SBD,21.5,91.4,93,210.0,175.0,255.0,640.0,2011-02-19
Emma Elise Aas,F,SBD,16.5,52.78,57,95.0,45.0,130.0,270.0,2020-02-15
Yasmina Juliette Havnen,F,SBD,16.5,64.52,72,135.0,70.0,145.0,350.0,2020-02-15
Katrine Sundal Haune,F,SBD,24.5,62.95,63,157.5,97.5,157.5,412.5,2020-02-15
Heidi Ottesen Solberg,F,SBD,45.5,58.64,63,107.5,67.5,132.5,307.5,2020-02-15
Sigurd Kjelvik Berg,M,SBD,25.5,82.62,83,227.5,132.5,255.0,615.0,2020-02-15
Bjarne Havnen,M,SBD,51.5,119.35,120,170.0,150.0,220.0,540.0,2020-02-15
Espen Kolltveit,M,SBD,21.5,97.2,105,200.0,140.0,260.0,600.0,2018-03-05
Knut Martin Haraldsen,M,SBD,16.5,110.1,120,230.0,190.0,250.0,670.0,2011-12-17
Irina Melkild,F,SBD,19.5,48.1,52,90.0,52.5,90.0,232.5,2017-02-11
Caroline Hoff Hansen,F,SBD,40.5,50.29,52,92.5,62.5,102.5,257.5,2022-01-22
Jøran Langset,M,SBD,44.5,75.62,83,207.5,135.0,252.5,595.0,2022-01-22
Sarah Nilsen Evensen,F,SBD,21.5,68.0,72,105.0,85.0,117.5,307.5,2017-12-16
Marit Pettersen,F,SBD,58.5,89.0,84+,60.0,47.5,115.0,222.5,2013-12-07
Rolf Stenberg,M,SBD,59.5,104.65,105,215.0,135.0,260.0,610.0,2013-12-07
Elise Rosenborg,F,SBD,28.5,60.9,63,115.0,105.0,145.0,365.0,2022-01-15
Hege Berntsen,F,SBD,53.5,77.9,84,127.5,55.0,157.5,340.0,2022-01-15
Sven Jøran Haugen,M,SBD,60.5,103.4,105,150.0,140.0,200.0,490.0,2022-01-15
Mats Eirik Selfors,M,SBD,16.5,72.9,74,142.5,80.0,175.0,397.5,2015-11-28
John Ivar Pettersen,M,SBD,15.5,79.1,83,175.0,120.0,190.0,485.0,2015-11-28
Bjørn Gunnar Johansen,M,SBD,43.5,107.55,120,265.0,210.0,287.5,762.5,2015-11-28
Sunniva Nordskog,F,SBD,26.5,61.1,63,90.0,65.0,122.5,277.5,2013-06-13
Sakar Hamawandi,F,SBD,29.5,47.0,47,90.0,72.5,140.0,302.5,2020-03-07
Kamilla Kolvig,F,SBD,30.5,64.47,72,135.0,70.0,185.0,390.0,2020-03-07
Birgitte Kielsen,F,SBD,16.5,67.5,72,110.0,70.0,125.0,305.0,2013-08-24
Joachim Merenyi,M,SBD,18.5,128.2,120+,215.0,172.5,250.0,637.5,2013-08-24
Manuela Pischel-Bakker,F,SBD,41.0,61.95,63,147.5,80.0,150.0,377.5,2018-12-22
Karianne Skjelbred,F,SBD,42.5,70.65,72,107.5,70.0,140.0,317.5,2018-12-22
Lars Engø-Monsen,M,SBD,15.5,73.0,74,190.0,130.0,215.0,535.0,2018-12-22
Simon Bråthe Johansen,M,SBD,23.5,72.95,74,180.0,100.0,220.0,500.0,2018-12-22
Hans Jørgen Fjeld,M,SBD,23.5,88.5,93,220.0,165.0,220.0,605.0,2023-06-10
Ludvik Moen,M,SBD,14.0,72.4,74,135.0,105.0,155.0,395.0,2016-12-10
Ingvild Hansen,F,SBD,21.0,62.15,63,102.5,75.0,125.0,302.5,2015-10-10
Elise Rosenborg,F,SBD,22.0,61.1,63,95.0,75.0,120.0,290.0,2015-10-10
Julie Berger Johansen,F,SBD,22.5,76.0,84,152.5,70.0,160.0,382.5,2015-10-10
Anna Sørlie Heranger,F,SBD,23.0,81.75,84,137.5,82.5,157.5,377.5,2015-10-10
Silje Haube,F,SBD,20.5,76.35,84,115.0,87.5,132.5,335.0,2015-10-10
Kamilla Kolvig,F,SBD,25.5,61.65,63,130.0,62.5,170.0,362.5,2015-10-10
Jenny Marie Johansen,F,SBD,26.0,70.25,72,115.0,82.5,140.0,337.5,2015-10-10
Hans Jørgen Fjeld,M,SBD,15.5,64.8,66,120.0,100.5,150.0,370.5,2015-10-10
Chido Nnoli,M,SBD,17.5,72.85,74,191.0,110.0,235.0,536.0,2015-10-10
Simon Bråthe Johansen,M,SBD,20.5,73.8,74,190.0,117.5,238.0,545.5,2015-10-10
Alexander Nilsson,M,SBD,44.5,127.7,120+,257.5,202.5,290.0,750.0,2015-10-10
Tormod Andersen,M,SBD,58.5,82.7,83,200.0,120.0,270.0,590.0,2015-10-10
Ingar Merli,M,SBD,49.5,116.2,120,215.0,145.0,275.0,635.0,2015-10-10
Kamilla Kolvig,F,SBD,32.5,67.73,69,140.0,67.5,185.0,392.5,2022-06-11
Liv Caspersen,F,SBD,52.5,81.55,84,120.0,57.5,130.0,307.5,2022-06-11
Siri Anita Slettmyr,F,SBD,34.5,83.7,84,175.0,107.5,200.0,482.5,2019-04-06
Elise Rosenborg,F,SBD,29.0,62.1,63,125.0,107.5,145.0,377.5,2022-08-21
Kamilla Kolvig,F,SBD,32.5,63.0,63,132.5,65.0,175.0,372.5,2022-08-21
Jenny Marie Johansen,F,SBD,33.0,66.4,69,145.0,90.0,180.0,415.0,2022-08-21
Karianne Skjelbred,F,SBD,46.5,68.2,69,125.0,72.5,172.5,370.0,2022-08-21
Guro Bøe,F,SBD,43.5,75.0,76,157.5,85.0,190.0,432.5,2022-08-21
Jenny Heyerdahl Bryhni,F,SBD,28.5,84.0,84,200.0,102.5,200.0,502.5,2022-08-21
Anita Traasdahl,F,SBD,53.0,55.3,57,110.0,70.0,132.5,312.5,2022-08-21
Heidi Sighovd,F,SBD,50.5,74.8,76,110.0,65.0,120.0,295.0,2022-08-21
Liv Caspersen,F,SBD,52.5,81.0,84,130.0,60.0,135.0,325.0,2022-08-21
Kirsti Løken,F,SBD,67.5,68.3,69,115.0,65.0,143.0,323.0,2022-08-21
Charito A Kløvstad,F,SBD,71.0,55.4,57,81.0,42.5,125.0,248.5,2022-08-21
Hans Jørgen Fjeld,M,SBD,22.5,82.5,83,200.0,162.5,205.0,567.5,2022-08-21
Joakim Eriksson Aas,M,SBD,18.5,101.3,105,212.5,155.0,245.0,612.5,2022-08-21
Fredrik Hoff Saltvik,M,SBD,19.5,107.8,120,227.5,122.5,260.0,610.0,2022-08-21
Vebjørn Brastad,M,SBD,51.5,82.6,83,142.5,102.5,175.0,420.0,2022-08-21
Raymond Andersen,M,SBD,54.5,113.2,120,215.0,155.0,205.0,575.0,2022-08-21
Riad Sollien,M,SBD,51.5,137.1,120+,257.5,162.5,275.0,695.0,2022-08-21
Ruth Sandbak Berge,F,SBD,18.5,61.57,63,100.0,50.0,125.0,275.0,2014-11-21
Kine Helene Fossbakk,F,SBD,19.5,96.93,84+,110.0,82.5,142.5,335.0,2014-11-21
Monica S. Rasmussen,F,SBD,41.5,56.05,57,120.0,55.0,140.5,315.5,2014-11-21
Marit Pettersen,F,SBD,59.5,87.73,84+,95.0,52.5,131.0,278.5,2014-11-21
Ole Martin Hofseth,M,SBD,20.5,64.98,66,180.0,130.0,187.5,497.5,2014-11-21
Fredrik Våge Hovland,M,SBD,20.5,81.84,83,192.5,122.5,245.0,560.0,2014-11-21
Tarald Knudsen Øvrebø,M,SBD,18.5,90.78,93,220.0,135.0,250.0,605.0,2014-11-21
Arve Rønnekleiv,M,SBD,46.5,101.19,105,182.5,122.5,260.0,565.0,2014-11-21
Bjørn Astad,M,SBD,50.5,73.55,74,157.5,127.5,187.5,472.5,2014-11-21
Jarle Aaberg,M,SBD,55.5,102.3,105,200.0,150.0,225.0,575.0,2014-11-21
Kjell Arne Bøe,M,SBD,62.0,90.33,93,140.0,160.0,160.0,460.0,2014-11-21
Fredrik Danielsen,M,SBD,21.5,86.4,93,170.0,135.0,250.0,555.0,2013-12-20
Kamilla Kolvig,F,SBD,27.5,64.55,72,127.5,70.0,175.0,372.5,2017-04-01
Frida Aung,F,SBD,18.5,61.25,63,120.0,72.5,140.0,332.5,2016-01-16
Lene Thorén,F,SBD,35.5,120.85,84+,165.0,80.0,162.5,407.5,2016-01-16
Jøran Langset,M,SBD,38.5,73.0,74,215.0,127.5,235.0,577.5,2016-01-16
Camilla Vik Nygård,F,SBD,17.5,50.9,52,105.0,58.5,120.0,283.5,2017-09-02
Marte Elverum,F,SBD,27.0,72.0,72,180.0,95.0,213.0,488.0,2017-09-02
Marte Kjenner,F,SBD,27.5,78.95,84,150.0,85.0,165.0,400.0,2017-09-02
Kristina Grimstad Nordstrand,F,SBD,38.5,82.8,84,122.5,75.0,147.5,345.0,2017-09-02
Gro-Berit Stavheim,F,SBD,52.5,71.9,72,125.5,75.0,140.0,340.5,2017-09-02
Truls Moe,M,SBD,28.5,104.15,105,255.0,180.0,295.0,730.0,2017-09-02
Odd Arne Opstad,M,SBD,48.5,102.45,105,222.5,157.5,255.0,635.0,2017-09-02
Jenny Heyerdahl Bryhni,F,SBD,25.0,82.7,84,170.0,87.5,175.0,432.5,2018-12-15
Fredrik Hoff Saltvik,M,SBD,15.5,98.4,105,187.5,90.0,230.0,507.5,2018-12-15
Torben H. Strømsvik,M,SBD,26.0,107.8,120,255.0,195.0,300.0,750.0,2018-12-15
Andreas Sebastian Sundquist,M,SBD,19.5,95.3,105,210.0,145.0,230.0,585.0,2014-08-15
Rolf Stenberg,M,SBD,60.5,104.05,105,220.0,140.0,255.0,615.0,2014-12-13
Marthe Stavik Aas,F,SBD,18.5,69.8,75,100.0,70.0,130.0,300.0,2010-06-19
Malin Narum Kvamsdal,F,SBD,21.5,50.7,52,85.0,57.5,105.0,247.5,2016-08-20
Tutta Kristine Hanssen,F,SBD,23.5,62.3,63,120.0,92.5,145.0,357.5,2013-04-19
Dina Lorentzen,F,SBD,16.5,67.2,72,112.5,70.0,135.0,317.5,2016-05-28
Anders Joakim Halland,M,SBD,23.5,82.8,83,200.0,135.0,240.0,575.0,2016-05-28
Harald Morten Haug,M,SBD,46.5,112.0,120,200.0,165.0,200.0,565.0,2016-12-17
Oddbjørn Viken,M,SBD,58.5,100.36,105,177.5,112.5,202.5,492.5,2020-10-03
John Søtorp,M,SBD,59.5,92.6,93,80.0,130.0,140.0,350.0,2017-12-02
Marton Hodnefjell,M,SBD,21.5,78.2,83,140.0,125.0,200.0,465.0,2017-06-10
Liz Tobiassen,F,SBD,16.5,58.83,63,107.5,65.0,135.0,307.5,2021-09-02
Yasmina Juliette Havnen,F,SBD,18.0,66.38,69,145.0,75.0,155.0,375.0,2021-09-02
Mina Holmefjord,F,SBD,17.5,75.99,76,143.0,91.0,160.0,394.0,2021-09-02
Tuva Lierhagen,F,SBD,18.0,81.98,84,132.5,92.5,160.0,385.0,2021-09-02
Mia Margrethe Ramberg Storstad,F,SBD,21.5,56.04,57,130.0,100.5,142.5,373.0,2021-09-02
Martine Svinnset Pedersen,F,SBD,18.5,62.51,63,120.0,80.0,145.0,345.0,2021-09-02
Jorill Nese,F,SBD,22.5,68.51,69,162.5,95.5,162.5,420.5,2021-09-02
Isabell Adolfsen,F,SBD,21.5,73.34,76,152.5,105.0,190.0,447.5,2021-09-02
Sofie Horne,F,SBD,19.5,78.22,84,145.0,92.5,180.0,417.5,2021-09-02
Nora Kristin Larsen,F,SBD,19.5,76.82,84,120.0,92.5,155.0,367.5,2021-09-02
Caroline Hoff Hansen,F,SBD,39.5,50.24,52,95.0,60.0,102.5,257.5,2021-09-02
Monica Dahle,F,SBD,42.5,55.27,57,120.0,65.0,120.0,305.0,2021-09-02
Lene Alexandra Øien,F,SBD,40.0,56.11,57,95.0,70.0,112.5,277.5,2021-09-02
Hege Velten,F,SBD,47.5,63.07,69,115.0,65.0,140.0,320.0,2021-09-02
Guro Bøe,F,SBD,42.5,73.23,76,146.5,77.5,180.0,404.0,2021-09-02
Karen Tvedt,F,SBD,44.0,75.85,76,147.5,87.5,167.5,402.5,2021-09-02
Kristina Grimstad Nordstrand,F,SBD,42.5,81.1,84,150.0,87.5,162.5,400.0,2021-09-02
Kari Holmen Sunnarvik,F,SBD,54.5,66.23,69,107.5,62.5,130.0,300.0,2021-09-02
Heidi Sighovd,F,SBD,49.5,73.8,76,100.0,67.5,115.0,282.5,2021-09-02
Heidi Hille Arnesen,F,SBD,51.0,84.0,84,170.0,95.0,195.0,460.0,2021-09-02
Rita Pernille Bråthen,F,SBD,52.5,89.87,84+,120.0,75.0,162.5,357.5,2021-09-02
Ingeborg Gjone,F,SBD,59.5,56.1,57,90.0,56.5,122.5,269.0,2021-09-02
Kirsti Løken,F,SBD,66.5,67.7,69,108.0,63.0,137.5,308.5,2021-09-02
Inger Blikra,F,SBD,59.5,82.9,84,125.0,102.5,160.0,387.5,2021-09-02
Anne Hellem,F,SBD,59.5,93.0,84+,110.0,62.5,137.5,310.0,2021-09-02
Tove Michalsen,F,SBD,61.5,85.0,84+,115.0,57.5,130.0,302.5,2021-09-02
Vetle Velle,M,SBD,17.5,92.51,93,200.0,127.5,255.0,582.5,2021-09-02
Joakim Eriksson Aas,M,SBD,17.5,90.61,93,192.5,137.5,225.0,555.0,2021-09-02
Sebastian Bruvik,M,SBD,20.5,73.31,74,240.5,137.5,260.0,638.0,2021-09-02
Lars Engø-Monsen,M,SBD,18.5,73.56,74,210.0,150.0,247.5,607.5,2021-09-02
Marius Arhaug,M,SBD,20.5,73.87,74,175.0,120.0,212.5,507.5,2021-09-02
Isak Asperud,M,SBD,19.0,80.73,83,242.5,180.0,265.0,687.5,2021-09-02
Magnus Eide Knutsen,M,SBD,22.5,82.79,83,185.0,147.5,205.0,537.5,2021-09-02
Einar Naveen Møen,M,SBD,18.5,81.79,83,192.5,150.0,192.5,535.0,2021-09-02
Hans Jørgen Fjeld,M,SBD,21.5,81.62,83,175.0,152.5,190.0,517.5,2021-09-02
Benjamin Rastum,M,SBD,21.5,92.9,93,276.0,170.0,275.0,721.0,2021-09-02
Jacob Florelius,M,SBD,22.5,90.92,93,237.5,180.0,282.5,700.0,2021-09-02
Erlend Kristensen,M,SBD,21.0,92.25,93,227.5,177.5,267.5,672.5,2021-09-02
Knut Einar Skår,M,SBD,19.5,93.33,105,242.5,175.0,300.0,717.5,2021-09-02
Håkon Berge Berntsen,M,SBD,21.5,96.45,105,220.0,160.0,245.0,625.0,2021-09-02
Fredrik Hoff Saltvik,M,SBD,18.5,103.26,105,232.5,120.0,252.5,605.0,2021-09-02
Mats Høylo Kjøllesdal,M,SBD,19.5,109.29,120,267.5,177.5,292.5,737.5,2021-09-02
